"Gene",,"Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"chrR",,"chrR;","Quinone reductase;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"purE_2~~~purE_1~~~purE",,"purE_2;purE_1;purE","N5-carboxyaminoimidazole ribonucleotide mutase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"nanK_2~~~glkA",,"nanK_2;glkA","N-acetylmannosamine kinase;Glucokinase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_1581",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"zapA",,";zapA","hypothetical protein;Cell division protein ZapA","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_1531",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"ctaB2_1~~~ctaB2~~~cyoE~~~ctaB2_2",,"ctaB2_1;ctaB2;cyoE;ctaB2_2","Protoheme IX farnesyltransferase 2;Protoheme IX farnesyltransferase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_1527",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_1520",,"yjdJ_2;","putative protein YjdJ;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"menA~~~menA_1~~~menA_2",,"menA;menA_1;;menA_2","14-dihydroxy-2-naphthoate octaprenyltransferase;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"fetB",,"fetB","putative iron export permease protein FetB","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"nirC_2",,";nirC_2","hypothetical protein;Nitrite transporter NirC","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"yfhH",,"yfhH","putative protein YfhH","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"scrK~~~RBKS",,"scrK;RBKS","Fructokinase;Ribokinase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"sauU~~~garP~~~sauU_3~~~sauU_2",,"sauU;garP;;sauU_3;sauU_2","putative sulfoacetate transporter SauU;putative galactarate transporter;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_1334",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"hisE~~~hisI",,"hisE;hisI","Phosphoribosyl-ATP pyrophosphatase;Histidine biosynthesis bifunctional protein HisIE","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"ogt~~~ada",,";ogt;ada","hypothetical protein;Methylated-DNA--protein-cysteine methyltransferase constitutive;Bifunctional transcriptional activator/DNA repair enzyme Ada;Methylated-DNA--protein-cysteine methyltransferase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"hssR",,"hssR","Heme response regulator HssR","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"gtaB",,"gtaB","UTP--glucose-1-phosphate uridylyltransferase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"yrrT",,";yrrT","putative methyltransferase;putative methyltransferase YrrT","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"xerC_3~~~xerC_4~~~xerC_2~~~xerC_5~~~xerC_1",,"xerC_3;;xerC_4;xerC_2;xerC_5;xerC_1","Tyrosine recombinase XerC;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"yhgF_1~~~yhgF~~~yhgF_2",,";yhgF_1;yhgF;yhgF_2","hypothetical protein;Protein YhgF","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_1081",,"","hypothetical protein;Endo-alpha-N-acetylgalactosaminidase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_1071",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"hssS~~~hssS_2~~~hssS_1",,";hssS;hssS_2;hssS_1","hypothetical protein;Heme sensor protein HssS","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"pflA",,";pflA","hypothetical protein;Pyruvate formate-lyase-activating enzyme","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"queH_2~~~queH",,"queH_2;queH","Epoxyqueuosine reductase QueH","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"aldC_1",,";aldC_1","hypothetical protein;Alpha-acetolactate decarboxylase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"uhpT_1~~~uhpT~~~uhpT_2",,";uhpT_1;uhpT;uhpT_2","hypothetical protein;Hexose-6-phosphate:phosphate antiporter","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"ftsY_1~~~ftsY_2~~~ftsY",,"ftsY_1;ftsY_2;ftsY","Signal recognition particle receptor FtsY","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","2","0","2","0.5","0.5"
"panD_1~~~panD_2~~~panD",,"panD_1;panD_2;panD","Aspartate 1-decarboxylase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_950",,"","N-acetylmuramoyl-L-alanine amidase domain-containing protein;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"leuB_2~~~leuB_1~~~leuB",,"leuB_2;leuB_1;leuB","3-isopropylmalate dehydrogenase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"hslV_1~~~hslV_2~~~hslV",,"hslV_1;hslV_2;hslV","ATP-dependent protease subunit HslV","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"pheT_1~~~pheT_2~~~pheT_3~~~pheT_4~~~pheT",,"pheT_1;pheT_2;pheT_3;pheT_4;pheT","Phenylalanine--tRNA ligase beta subunit","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_849",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"pyrK",,"pyrK","Dihydroorotate dehydrogenase B (NAD(+)) electron transfer subunit","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"acpS",,"acpS;","Holo-[acyl-carrier-protein] synthase;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_827",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"ybaK",,"ybaK;","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"gppA~~~ppx1",,";gppA;ppx1","hypothetical protein;Guanosine-5'-triphosphate3'-diphosphate pyrophosphatase;Exopolyphosphatase 1","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"nrdF~~~nrdF_3~~~nrdF_1~~~nrdF_4",,"nrdF;;nrdF_3;nrdF_1;nrdF_4","Ribonucleoside-diphosphate reductase subunit beta;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"purC_1~~~potH~~~potB",,"purC_1;potH;potB;","Phosphoribosylaminoimidazole-succinocarboxamide synthase;Putrescine transport system permease protein PotH;Spermidine/putrescine transport system permease protein PotB;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"pdhC_2~~~pdhC_4~~~pdhC_3~~~pdhC_1",,"pdhC_2;pdhC_4;pdhC_3;pdhC_1","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"kdpE~~~kdpE_1~~~kdpE_2",,"kdpE;kdpE_1;kdpE_2","Transcriptional regulatory protein KdpE;KDP operon transcriptional regulatory protein KdpE","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_735",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"gph_2~~~ppaX~~~gph_3",,"gph_2;;ppaX;gph_3","Phosphoglycolate phosphatase;hypothetical protein;Pyrophosphatase PpaX","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"ypuA",,";ypuA","hypothetical protein;putative protein YpuA","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"graR~~~graR_2~~~rcsC~~~graR_1",,"graR;graR_2;rcsC;graR_1","Response regulator protein GraR;Sensor histidine kinase RcsC","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"fabD~~~fabD_2~~~fabD_1",,"fabD;fabD_2;fabD_1","Malonyl CoA-acyl carrier protein transacylase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","2","0","2","0.5","0.5"
"deoB~~~deoB_1~~~deoB_2",,"deoB;deoB_1;deoB_2","Phosphopentomutase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"glxK~~~garK_2",,";glxK;garK_2","hypothetical protein;Glycerate 3-kinase;Glycerate 2-kinase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_661",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_654",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"arcB_2~~~argF~~~arcB_4~~~arcB_1",,"arcB_2;argF;arcB_4;arcB_1;","Ornithine carbamoyltransferase catabolic;Ornithine carbamoyltransferase;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"leuA_2~~~leuA_1~~~leuA",,"leuA_2;leuA_1;leuA","2-isopropylmalate synthase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_617",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"ureB",,"ureB","Urease subunit beta","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"pncB2~~~nadE~~~pncB",,";pncB2;nadE;pncB","hypothetical protein;Nicotinate phosphoribosyltransferase pncB2;NH(3)-dependent NAD(+) synthetase;Nicotinate phosphoribosyltransferase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"yfcJ~~~yhhS_1~~~yhhS_2",,"yfcJ;;yhhS_1;yhhS_2","putative MFS-type transporter YfcJ;hypothetical protein;putative MFS-type transporter YhhS","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_501",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"rpiA_1~~~rpiA~~~rpiA_2",,"rpiA_1;rpiA;rpiA_2","Ribose-5-phosphate isomerase A","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"ldh_1~~~ldh_2~~~ldh2~~~ldh_3",,"ldh_1;ldh_2;;ldh2;ldh_3","L-lactate dehydrogenase;hypothetical protein;L-lactate dehydrogenase 2","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_480",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_470",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"polX_3~~~polX_2~~~polX_1~~~polX",,"polX_3;polX_2;polX_1;polX;","DNA polymerase/3'-5' exonuclease PolX;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"nos_2~~~nos_1~~~nos",,"nos_2;nos_1;nos","Nitric oxide synthase oxygenase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"murT_3~~~murT_2~~~murT_1~~~murT",,"murT_3;murT_2;murT_1;murT","Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"idnT~~~gntT",,"idnT;;gntT","Gnt-II system L-idonate transporter;hypothetical protein;High-affinity gluconate transporter","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"kdpA_2~~~kdpA_1~~~kdpA",,"kdpA_2;kdpA_1;kdpA","Potassium-transporting ATPase potassium-binding subunit","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_407",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"smc_3~~~smc_2~~~smc_1~~~smc",,"smc_3;;smc_2;smc_1;smc","Chromosome partition protein Smc;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","2","0","2","0.5","0.5"
"mhqA_2",,";mhqA_2","hypothetical protein;Putative ring-cleaving dioxygenase MhqA","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"murB~~~murB_1~~~murB_2~~~murB_3",,"murB;murB_1;murB_2;murB_3","UDP-N-acetylenolpyruvoylglucosamine reductase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
